|Posición|Descripcion|conc
2111|382485|Que contengan 1,2,3,4,5,6-hexaclorociclohexano (HCH (ISO)), incluido el lindano (ISO, DCI)|382485 - Que contengan 1,2,3,4,5,6-hexaclorociclohexano (HCH (ISO)), incluido el lindano (ISO, DCI)
2112|382486|Que contengan pentaclorobenceno (ISO) o hexaclorobenceno (ISO)|382486 - Que contengan pentaclorobenceno (ISO) o hexaclorobenceno (ISO)
2113|382487|Que contengan ácido perfluorooctano sulfónico o sus sales, perfluorooctano sulfonamidas, o ...|382487 - Que contengan ácido perfluorooctano sulfónico o sus sales, perfluorooctano sulfonamidas, o ...
2114|382488|Que contengan éteres tetra-, penta-, hexa-, hepta- u octabromodifenílicos|382488 - Que contengan éteres tetra-, penta-, hexa-, hepta- u octabromodifenílicos
2115|382490|Productos químicos y preparaciones de la industria química o de las industrias conexas, incl. ...|382490 - Productos químicos y preparaciones de la industria química o de las industrias conexas, incl. ...
2116|382491|Mezclas y preparaciones constituidas esencialmente de metisfosfonato de (5-etil-2-metil-2-óxido-1,3,2-dioxafosfinan-5-il)metil ...|382491 - Mezclas y preparaciones constituidas esencialmente de metisfosfonato de (5-etil-2-metil-2-óxido-1,3,2-dioxafosfinan-5-il)metil ...
2117|382499|Productos químicos y preparaciones de la industria química o de las industrias conexas, incluidas ...|382499 - Productos químicos y preparaciones de la industria química o de las industrias conexas, incluidas ...
2118|382510|Desechos y desperdicios municipales|382510 - Desechos y desperdicios municipales
2119|382520|Lodos de depuración|382520 - Lodos de depuración
2120|382530|Desechos clínicos|382530 - Desechos clínicos
2121|382541|Desechos de disolventes orgánicos, halogenados|382541 - Desechos de disolventes orgánicos, halogenados
2122|382549|Desechos de disolventes orgánicos, no halogenados|382549 - Desechos de disolventes orgánicos, no halogenados
2123|382550|Desechos de soluciones decapantes, fluidos hidráulicos, líquidos para frenos y líquidos an ...|382550 - Desechos de soluciones decapantes, fluidos hidráulicos, líquidos para frenos y líquidos an ...
2124|382561|Desechos de la industria química o de las industrias conexas, que contengan principalmente ...|382561 - Desechos de la industria química o de las industrias conexas, que contengan principalmente ...
2125|382569|Desechos de la industria química o de las industrias conexas (exc. desechos de soluciones decapantes, ...|382569 - Desechos de la industria química o de las industrias conexas (exc. desechos de soluciones decapantes, ...
2126|382590|Productos residuales de la industria química o de las industrias conexas, n.c.o.p. (exc. desechos)|382590 - Productos residuales de la industria química o de las industrias conexas, n.c.o.p. (exc. desechos)
2127|382600|Biodiésel y sus mezclas, sin aceites de petróleo o de mineral bituminoso o con un contenido ...|382600 - Biodiésel y sus mezclas, sin aceites de petróleo o de mineral bituminoso o con un contenido ...
2128|390110|Polietileno de densidad < 0,94, en formas primarias|390110 - Polietileno de densidad < 0,94, en formas primarias
2129|390120|Polietileno de densidad >= 0,94, en formas primarias|390120 - Polietileno de densidad >= 0,94, en formas primarias
2130|390130|Copolímeros de etileno y acetato de vinilo, en formas primarias|390130 - Copolímeros de etileno y acetato de vinilo, en formas primarias
2131|390140|Copolímeros de etileno y alfa-olefinas de densidad inferior a 0,94|390140 - Copolímeros de etileno y alfa-olefinas de densidad inferior a 0,94
2132|390190|Polímeros de etileno, en formas primarias (exc. polietileno y copolímeros de etileno y acetato ...|390190 - Polímeros de etileno, en formas primarias (exc. polietileno y copolímeros de etileno y acetato ...
2133|390210|Polipropileno, en formas primarias|390210 - Polipropileno, en formas primarias
2134|390220|Poliisobutileno, en formas primarias|390220 - Poliisobutileno, en formas primarias
2135|390230|Copolímeros de propileno, en formas primarias|390230 - Copolímeros de propileno, en formas primarias
2136|390290|Polímeros de propileno o de otras olefinas, en formas primarias (exc. polipropileno, poliisobutileno ...|390290 - Polímeros de propileno o de otras olefinas, en formas primarias (exc. polipropileno, poliisobutileno ...
2137|390311|Poliestireno, en formas primarias, expandible|390311 - Poliestireno, en formas primarias, expandible
2138|390319|Poliestireno, en formas primarias (exc. expandible)|390319 - Poliestireno, en formas primarias (exc. expandible)
2139|390320|"Copolímeros de estireno-acrilonitrilo ""SAN"", en formas primarias"|"390320 - Copolímeros de estireno-acrilonitrilo ""SAN"", en formas primarias"
2140|390330|"Copolímeros de acrilonitrilo-butadieno-estireno ""ABS"", en formas primarias"|"390330 - Copolímeros de acrilonitrilo-butadieno-estireno ""ABS"", en formas primarias"
2141|390390|Polímeros de estireno, en formas primarias (exc. poliestireno, copolímeros de estireno-acrilonitrilo ...|390390 - Polímeros de estireno, en formas primarias (exc. poliestireno, copolímeros de estireno-acrilonitrilo ...
2142|390410|"Poli""cloruro de vinilo"", en formas primarias, sin mezclar con otras sustancias"|"390410 - Poli""cloruro de vinilo"", en formas primarias, sin mezclar con otras sustancias"
2143|390421|"Poli""cloruro de vinilo"", en formas primarias, mezclado con otras sustancias, sin plastificar"|"390421 - Poli""cloruro de vinilo"", en formas primarias, mezclado con otras sustancias, sin plastificar"
2144|390422|"Poli""cloruro de vinilo"", en formas primarias, mezclado con otras sustancias, plastificado"|"390422 - Poli""cloruro de vinilo"", en formas primarias, mezclado con otras sustancias, plastificado"
2145|390430|Copolímeros de cloruro de vinilo y acetato de vinilo, en formas primarias|390430 - Copolímeros de cloruro de vinilo y acetato de vinilo, en formas primarias
2146|390440|Copolímeros de cloruro de vinilo, en formas primarias (exc. copolímeros de vinilo y acetato ...|390440 - Copolímeros de cloruro de vinilo, en formas primarias (exc. copolímeros de vinilo y acetato ...
2147|390450|Polímeros de cloruro de vinilideno, en formas primarias|390450 - Polímeros de cloruro de vinilideno, en formas primarias
2148|390461|Politetrafluoroetileno, en formas primarias|390461 - Politetrafluoroetileno, en formas primarias
2149|390469|Polímeros de cloruro de vinilo o de otras olefinas halogenadas, en formas primarias, fluorados ...|390469 - Polímeros de cloruro de vinilo o de otras olefinas halogenadas, en formas primarias, fluorados ...
2150|390490|"Polímeros de cloruro de vinilo o de otras olefinas halogenadas, en formas primarias (exc. poli""cloruro ..."|"390490 - Polímeros de cloruro de vinilo o de otras olefinas halogenadas, en formas primarias (exc. poli""cloruro ..."
2151|390512|"Poli""acetato de vinilo"", en dispersión acuosa"|"390512 - Poli""acetato de vinilo"", en dispersión acuosa"
2152|390519|"Poli""acetato de vinilo"", en formas primarias (exc. en dispersión acuosa)"|"390519 - Poli""acetato de vinilo"", en formas primarias (exc. en dispersión acuosa)"
2153|390521|Copolímeros de acetato de vinilo, en dispersión acuosa|390521 - Copolímeros de acetato de vinilo, en dispersión acuosa
2154|390529|Copolímeros de acetato de vinilo, en formas primarias (exc. en dispersión acuosa)|390529 - Copolímeros de acetato de vinilo, en formas primarias (exc. en dispersión acuosa)
2155|390530|"Poli""alcohol vinílico"", incl. con grupos acetato sin hidrolizar, en formas primarias"|"390530 - Poli""alcohol vinílico"", incl. con grupos acetato sin hidrolizar, en formas primarias"
2156|390591|Copolímeros de vinilo, en formas primarias (exc. copolímeros de cloruro de vinilo y acetato ...|390591 - Copolímeros de vinilo, en formas primarias (exc. copolímeros de cloruro de vinilo y acetato ...
2157|390599|Polímeros de ésteres vinílicos y demás polímeros vinílicos, en formas primarias (exc. polímeros ...|390599 - Polímeros de ésteres vinílicos y demás polímeros vinílicos, en formas primarias (exc. polímeros ...
2158|390610|"Poli""metacrilato de metilo"", en formas primarias"|"390610 - Poli""metacrilato de metilo"", en formas primarias"
2159|390690|"Polímeros acrílicos, en formas primarias (exc. poli""metacrilato de metilo"")"|"390690 - Polímeros acrílicos, en formas primarias (exc. poli""metacrilato de metilo"")"
2160|390710|Poliacetales, en formas primarias|390710 - Poliacetales, en formas primarias
2161|390720|Poliéteres, en formas primarias (excepto los poliacetales y bienes de 3002 10)|390720 - Poliéteres, en formas primarias (excepto los poliacetales y bienes de 3002 10)
2162|390730|Resinas epoxi, en formas primarias|390730 - Resinas epoxi, en formas primarias
2163|390740|Policarbonatos, en formas primarias|390740 - Policarbonatos, en formas primarias
2164|390750|Resinas alcídicas, en formas primarias|390750 - Resinas alcídicas, en formas primarias
2165|390760|"Poli""tereftalato de etileno"", en formas primarias"|"390760 - Poli""tereftalato de etileno"", en formas primarias"
2166|390761|Con un índice de viscosidad igual o superior a 78 ml/g|390761 - Con un índice de viscosidad igual o superior a 78 ml/g
2167|390769|Poli(tereftalato de etileno) con un índice de viscosidad < 78 ml/g|390769 - Poli(tereftalato de etileno) con un índice de viscosidad < 78 ml/g
2168|390770|"Poli ""ácido lacteo"", en formas primas"|"390770 - Poli ""ácido lacteo"", en formas primas"
2169|390791|Poliésteres alílicos y demás poliésteres, no saturados, en formas primarias (exc. plicarbonatos, ...|390791 - Poliésteres alílicos y demás poliésteres, no saturados, en formas primarias (exc. plicarbonatos, ...
2170|390799|"Poliésteres, saturados, en formas primarias (exc. plicarbonatos, resinas alcídas y poli""tereftalato ..."|"390799 - Poliésteres, saturados, en formas primarias (exc. plicarbonatos, resinas alcídas y poli""tereftalato ..."
2171|390810|Poliamidas-6, -11, -12, -6,6, -6,9, -6,10, ó -6,12, en formas primarias|390810 - Poliamidas-6, -11, -12, -6,6, -6,9, -6,10, ó -6,12, en formas primarias
2172|390890|Poliamidas, en formas primarias (exc. poliamidas-6, -11, -12, -6,6, -6,9, -6,10, ó -6,12)|390890 - Poliamidas, en formas primarias (exc. poliamidas-6, -11, -12, -6,6, -6,9, -6,10, ó -6,12)
2173|390910|Resinas ureicas y resinas de tiourea, en formas primarias|390910 - Resinas ureicas y resinas de tiourea, en formas primarias
2174|390920|Resinas melamínicas, en formas primarias|390920 - Resinas melamínicas, en formas primarias
2175|390930|Resinas amínicas, en formas primarias (exc. resinas ureicas, resinas de tiourea y resinas ...|390930 - Resinas amínicas, en formas primarias (exc. resinas ureicas, resinas de tiourea y resinas ...
2176|390931|Poli(metilenfenilisocianato) (MDI bruto, MDI polimérico)|390931 - Poli(metilenfenilisocianato) (MDI bruto, MDI polimérico)
2177|390939|Resinas amínicas, en formas primarias (excludo resinas ureicas, tiourea, melamínicas y MDI)|390939 - Resinas amínicas, en formas primarias (excludo resinas ureicas, tiourea, melamínicas y MDI)
2178|390940|Resinas fenólicas, en formas primarias|390940 - Resinas fenólicas, en formas primarias
2179|390950|Poliuretanos, en formas primarias|390950 - Poliuretanos, en formas primarias
2180|391000|Siliconas en formas primarias|391000 - Siliconas en formas primarias
2181|391110|Resinas de petróleo, resinas de cumarona, resinas de indeno, resinas de cumarona-indeno y politerpenos, ...|391110 - Resinas de petróleo, resinas de cumarona, resinas de indeno, resinas de cumarona-indeno y politerpenos, ...
2182|391190|Polisulfuros, polisulfonas y demás polímeros y prepolímeros obtenidos por síntesis química, ...|391190 - Polisulfuros, polisulfonas y demás polímeros y prepolímeros obtenidos por síntesis química, ...
2183|391211|Acetatos de celulosa, sin plastificar, en formas primarias|391211 - Acetatos de celulosa, sin plastificar, en formas primarias
2184|391212|Acetatos de celulosa, plastificados, en formas primarias|391212 - Acetatos de celulosa, plastificados, en formas primarias
2185|391220|Nitratos de celulosa, incl. los colodiones, en formas primarias|391220 - Nitratos de celulosa, incl. los colodiones, en formas primarias
2186|391231|Carboximetilcelulosa y sus sales, en formas primarias|391231 - Carboximetilcelulosa y sus sales, en formas primarias
2187|391239|Éteres de celulosa, en formas primarias (exc. carboximetilcelulosa y sus sales)|391239 - Éteres de celulosa, en formas primarias (exc. carboximetilcelulosa y sus sales)
